2024-09-05 16:59:03.005 -07:00|0.14.9.1.30626|Error|Default|Node 63a897c6b1ff6e29734fcc95 have no parent. 
2024-09-05 16:59:03.005 -07:00|0.14.9.1.30626|Error|Default|Node 63a898a328e385334e0640a5 have no parent. 
2024-09-05 16:59:03.005 -07:00|0.14.9.1.30626|Error|Default|Node 63a8970d7108f713591149f5 have no parent. 
2024-09-05 16:59:04.678 -07:00|0.14.9.1.30626|Error|Default|Node 63a897c6b1ff6e29734fcc95 have no parent. 
2024-09-05 16:59:04.678 -07:00|0.14.9.1.30626|Error|Default|Node 63a898a328e385334e0640a5 have no parent. 
2024-09-05 16:59:04.678 -07:00|0.14.9.1.30626|Error|Default|Node 63a8970d7108f713591149f5 have no parent. 
2024-09-05 16:59:05.390 -07:00|0.14.9.1.30626|Error|Default|Node 63a897c6b1ff6e29734fcc95 have no parent. 
2024-09-05 16:59:05.391 -07:00|0.14.9.1.30626|Error|Default|Node 63a898a328e385334e0640a5 have no parent. 
2024-09-05 16:59:05.391 -07:00|0.14.9.1.30626|Error|Default|Node 63a8970d7108f713591149f5 have no parent. 
2024-09-05 16:59:06.093 -07:00|0.14.9.1.30626|Error|Default|Node 63a897c6b1ff6e29734fcc95 have no parent. 
2024-09-05 16:59:06.093 -07:00|0.14.9.1.30626|Error|Default|Node 63a898a328e385334e0640a5 have no parent. 
2024-09-05 16:59:06.094 -07:00|0.14.9.1.30626|Error|Default|Node 63a8970d7108f713591149f5 have no parent. 
2024-09-05 17:03:15.873 -07:00|0.14.9.1.30626|Error|Default|Node 63a897c6b1ff6e29734fcc95 have no parent. 
2024-09-05 17:03:15.873 -07:00|0.14.9.1.30626|Error|Default|Node 63a898a328e385334e0640a5 have no parent. 
2024-09-05 17:03:15.873 -07:00|0.14.9.1.30626|Error|Default|Node 63a8970d7108f713591149f5 have no parent. 
2024-09-05 17:03:17.393 -07:00|0.14.9.1.30626|Error|Default|Node 63a897c6b1ff6e29734fcc95 have no parent. 
2024-09-05 17:03:17.393 -07:00|0.14.9.1.30626|Error|Default|Node 63a898a328e385334e0640a5 have no parent. 
2024-09-05 17:03:17.393 -07:00|0.14.9.1.30626|Error|Default|Node 63a8970d7108f713591149f5 have no parent. 
2024-09-05 17:03:17.902 -07:00|0.14.9.1.30626|Error|Default|Node 63a897c6b1ff6e29734fcc95 have no parent. 
2024-09-05 17:03:17.902 -07:00|0.14.9.1.30626|Error|Default|Node 63a898a328e385334e0640a5 have no parent. 
2024-09-05 17:03:17.902 -07:00|0.14.9.1.30626|Error|Default|Node 63a8970d7108f713591149f5 have no parent. 
2024-09-05 17:03:18.441 -07:00|0.14.9.1.30626|Error|Default|Node 63a897c6b1ff6e29734fcc95 have no parent. 
2024-09-05 17:03:18.441 -07:00|0.14.9.1.30626|Error|Default|Node 63a898a328e385334e0640a5 have no parent. 
2024-09-05 17:03:18.441 -07:00|0.14.9.1.30626|Error|Default|Node 63a8970d7108f713591149f5 have no parent. 
2024-09-05 17:06:03.896 -07:00|0.14.9.1.30626|Error|Default|there is a problem to add the loot item: lootItem.ItemId:66da4767953d1dea34000003 lootItem.Item.Id:66da4767953d1dea34000003 netId:-431414387 owner:TraderControllerClass lootItem:Item_ammo_box_9x19_M882_FMJ(Clone) (EFT.Interactive.ObservedLootItem) | item item_ammo_box_9x19_50_FMJ (id: 66da4767953d1dea34000003) 
2024-09-05 17:06:03.896 -07:00|0.14.9.1.30626|Error|Default|registered: exists.ItemId:66da4767953d1dea34000003 exists.Item.Id66da4767953d1dea34000003 netId:-431414387 owner:TraderControllerClass exists:Item_ammo_box_9x19_M882_FMJ(Clone) (EFT.Interactive.ObservedLootItem) | item item_ammo_box_9x19_50_FMJ (id: 66da4767953d1dea34000003) 
2024-09-05 17:06:03.896 -07:00|0.14.9.1.30626|Error|Default|there is a problem to add the loot item: lootItem.ItemId:66da4767953d1dea34000004 lootItem.Item.Id:66da4767953d1dea34000004 netId:-1190929274 owner:TraderControllerClass lootItem:item_ammo_box_545x39_30_bpz_hp(Clone) (EFT.Interactive.ObservedLootItem) | item item_ammo_box_545x39_30_bpz_hp (id: 66da4767953d1dea34000004) 
2024-09-05 17:06:03.896 -07:00|0.14.9.1.30626|Error|Default|registered: exists.ItemId:66da4767953d1dea34000004 exists.Item.Id66da4767953d1dea34000004 netId:-1190929274 owner:TraderControllerClass exists:item_ammo_box_545x39_30_bpz_hp(Clone) (EFT.Interactive.ObservedLootItem) | item item_ammo_box_545x39_30_bpz_hp (id: 66da4767953d1dea34000004) 
2024-09-05 17:06:03.896 -07:00|0.14.9.1.30626|Error|Default|there is a problem to add the loot item: lootItem.ItemId:66da4767953d1dea34000005 lootItem.Item.Id:66da4767953d1dea34000005 netId:375154667 owner:TraderControllerClass lootItem:item_matches(Clone) (EFT.Interactive.ObservedLootItem) | item matches (id: 66da4767953d1dea34000005) 
2024-09-05 17:06:03.896 -07:00|0.14.9.1.30626|Error|Default|registered: exists.ItemId:66da4767953d1dea34000005 exists.Item.Id66da4767953d1dea34000005 netId:375154667 owner:TraderControllerClass exists:item_matches(Clone) (EFT.Interactive.ObservedLootItem) | item matches (id: 66da4767953d1dea34000005) 
2024-09-05 17:06:03.896 -07:00|0.14.9.1.30626|Error|Default|there is a problem to add the loot item: lootItem.ItemId:66da4767953d1dea34000006 lootItem.Item.Id:66da4767953d1dea34000006 netId:-28129860 owner:TraderControllerClass lootItem:item_money_dollar_small(Clone) (EFT.Interactive.ObservedLootItem) | item Доллары (id: 66da4767953d1dea34000006) 
2024-09-05 17:06:03.896 -07:00|0.14.9.1.30626|Error|Default|registered: exists.ItemId:66da4767953d1dea34000006 exists.Item.Id66da4767953d1dea34000006 netId:-28129860 owner:TraderControllerClass exists:item_money_dollar_small(Clone) (EFT.Interactive.ObservedLootItem) | item Доллары (id: 66da4767953d1dea34000006) 
2024-09-05 17:06:03.896 -07:00|0.14.9.1.30626|Error|Default|there is a problem to add the loot item: lootItem.ItemId:66da4767953d1dea34000007 lootItem.Item.Id:66da4767953d1dea34000007 netId:1537954081 owner:TraderControllerClass lootItem:item_ammo_box_545x39_30(Clone) (EFT.Interactive.ObservedLootItem) | item item_ammo_box_545x39_30_PS (id: 66da4767953d1dea34000007) 
2024-09-05 17:06:03.896 -07:00|0.14.9.1.30626|Error|Default|registered: exists.ItemId:66da4767953d1dea34000007 exists.Item.Id66da4767953d1dea34000007 netId:1537954081 owner:TraderControllerClass exists:item_ammo_box_545x39_30(Clone) (EFT.Interactive.ObservedLootItem) | item item_ammo_box_545x39_30_PS (id: 66da4767953d1dea34000007) 
